movie title,imdb id,cast,plot,director,rating,genres,poster,language cinema,votes,year,runtime,languages,trailer
Sawan Ko Aane Do: (1979),388389,"['Rita Bhaduri', 'Arun Govil', 'Jankidas', 'Pinchoo Kapoor', 'Roopesh Kumar', 'Leela Mishra', 'Mukri', 'Yunus Parvez', 'Amrish Puri', 'Zarina Wahab', 'Anand']","When Birju, a poor villager wants to marry the headman's daughter, her father gets furious and sends her to the city. Years later, Birju becomes a successful singer and returns to seek his approval.",Kanak Mishra,7.8,"['Musical', 'Drama', 'Romance', 'Family']",https://m.media-amazon.com/images/M/MV5BMjQyODM3ODYxMV5BMl5BanBnXkFtZTgwNDEwNzE1MDI@.jpg,Hindi,94.0,1979.0,['153'],['Hindi'],https://www.youtube.com/embed/BIj_t8gyb8o
Milk Money: (1994),110516,"['Melanie Griffith', 'Ed Harris', 'Michael Patrick Carter', 'Malcolm McDowell', 'Anne Heche', 'Casey Siemaszko', 'Philip Bosco', 'Brian Christopher', 'Adam LaVorgna', 'Kevin Scannell', 'Jessica Wesson', 'Amanda Sharkey', 'Margaret Nagle', 'Katie Powell', 'Tom Coop', 'Greg Procaccino', 'Andrea Afanador', 'John Alvin', 'Jack Arwine', 'Ann Baker', 'Matt Behan', 'Michael Conn', 'Tony D. Davis', 'Annie Fitzpatrick', 'Brian Fusco', 'Joshua Keller Katz', 'Nadja Stokes', 'Nathan Williams', 'Roger Grooms', 'Mary Scott Gudaitis', 'Lou Headley', 'Aaron Jollay', 'Jason Mathes', 'Howard Newstate', 'James Kisicki', 'Jacquelyn K. Koch', 'Julia Montgomery', 'William John Murphy', 'Mark Pennell', 'Ann Reskin', 'Don Roberts', 'William L. Schwarber', 'Lisa Stephan', 'Darnell Suttles', 'Lee Walsh', 'Christine Jones', 'Lonzo Jones', 'Julie Niesen', 'David Pittinger', 'Christopher Reynolds', 'Hayward J. Thompson', 'Kevin Youkilis']",A group of young boys befriend a prostitute named V.,Richard Benjamin,5.6,"['Comedy', 'Romance']",https://m.media-amazon.com/images/M/MV5BM2RkZGUwMGQtOWU3OS00NDM5LWI2NTctNTNkY2VhMGFkMDBiXkEyXkFqcGdeQXVyNjMwMjk0MTQ@.jpg,American,13047.0,1994.0,['110'],['English'],https://www.youtube.com/embed/mQJDvN59u6o
Kali Ghata: (1980),357826,"['Shashi Kapoor', 'Rekha', 'Danny Denzongpa', 'Aruna Irani', 'Lalita Pawar', 'A.K. Hangal', 'Jagdeep', 'Jankidas']","When a young woman is pushed off a boat, she must unmask her would-be killer.",Ved Rahi,5.6,"['Romance', 'Thriller', 'Mystery']",https://m.media-amazon.com/images/M/MV5BNWM1ZmM2ZWUtNjVkNS00ZmEwLWEyYjktMDEzOTBhN2QzYjFlXkEyXkFqcGdeQXVyNjgyOTU0ODU@.jpg,Hindi,49.0,1980.0,['131'],['Hindi'],https://www.youtube.com/embed/HJtb0cG6Z9M
Hard Luck Love Song: (2020),8709338,"['Michael Dorman', 'Sophia Bush', 'Dermot Mulroney', 'RZA', 'Eric Roberts', 'Brian Sacca', 'Melora Walters', 'Max Arciniega', 'Randal Reeder', 'Zac Badasci', 'Biff Wiff', 'Taylor Gray', 'Geri Courtney-Austein', 'Toni Robison-May', 'Amelia Morck', 'Miguel Pérez', 'Heath McGough', 'Gavin K. Lee', 'Christian Calloway', 'Lucy Boryer', 'Indrajit Sarkar', 'Sammie Wayne', 'Abraham Luna', 'Hector A. Garcia', 'David Raven', 'Taras Prodaniuk', 'Billy Watts', 'Gary Ferguson', 'Chris Lawrence', 'Anna-Sophie Keller', 'Eric Shackelford', 'Christina Veronica']",A gritty love story about a charismatic but down-on-his-luck troubadour living out of cheap motels and making bad decisions.,Justin Corsbie,5.3,"['Romance', 'Thriller']",https://m.media-amazon.com/images/M/MV5BYTgyNzRmNWYtZTNhYi00ZmIzLTk0YTMtYjg5NzBiZTVmMzAyXkEyXkFqcGdeQXVyNDg5MTY2Ng@@.jpg,American,538.0,2020.0,['104'],['English'],https://www.youtube.com/embed/lP5OX-zEgrw
The Efficiency Expert: (1991),102969,"['Anthony Hopkins', 'Ben Mendelsohn', 'Alwyn Kurts', 'Bruno Lawrence', 'John Walton', 'Rebecca Rigg', 'Toni Collette', 'Russell Crowe', 'Angela Punch McGregor', 'Dan Wyllie', 'John Flaus', 'Gary Adams', 'Jeff Truman', 'Toni Lamond', 'Jillian Murray', 'Jacob Kino', 'Rosie Sturgess', 'Nathan Croft', 'Lesley Baker', 'Mickey Camilleri', 'Amy Rogers', 'Esme Melville', 'Geoff Brooks', 'Conor McDermottroe', 'George Dixon', 'Ron Bergman', 'Judith Graham', 'Robert Noble', 'James Condon', 'Lloyd Cunnington', 'Randall Berger', 'Max Fairchild', 'Desirée Smith', 'Tamara Kuldin', 'Darren Kilpatrick', 'John Farrow', 'Ann Rigby', 'Elizabeth Rule', 'Billy Baxter']","An expert on productivity shows wacky workers in 1966 Australia how to run their moccasin factory like clockwork, despite laying off more than half the workforce.",Mark Joffe,6.2,"['Comedy', 'Drama']",https://m.media-amazon.com/images/M/MV5BZWFlYzEzZTctMDRjNS00OTJjLWJhY2ItMTc2M2VjOTZmZDJkXkEyXkFqcGdeQXVyMTcwOTQzOTYy.jpg,American,2186.0,1991.0,['97'],['English'],https://www.youtube.com/embed/Me07xdVm_Xc
Midnight Sun: (2018),4799066,"['Bella Thorne', 'Patrick Schwarzenegger', 'Rob Riggle', 'Quinn Shephard', 'Ken Tremblett', 'Suleka Mathew', 'Jenn Griffin', 'Nicholas Coombe', 'Tiera Skovbye', 'Norm Misura', 'Austin Anozie', 'Alex Pangburn', 'Guy Christie', 'Paul McGillion', 'Donny Lucas', 'Jerome Yoo', 'Kenneth Tynan', 'Ava Dewhurst', 'Audrey Smallman', 'Jaeda Lily Miller', 'Ray Boulay', 'Nick Watson', 'Michelle Choi-Lee', 'Jacqueline King', 'Allyson Grant', 'Darla Pitkanen', 'Dean Petriw', 'Kris Neufeld', 'Farris Tyab', 'Kiarra Hamagami Goldberg', 'Chris Shields', 'Jeff Avenue', 'Liam Raymond Dib', 'Yobdee Marazzi', ""Kiefer O'Reilly"", 'Tom Vanderkam']",A 17-year-old girl suffers from a condition that prevents her from being out in the sunlight.,Scott Speer,6.6,"['Drama', 'Romance']",https://m.media-amazon.com/images/M/MV5BMjg0NjU1MjgyNF5BMl5BanBnXkFtZTgwNzc5NjYyNDM@.jpg,American,35933.0,2018.0,['91'],['English'],https://www.youtube.com/embed/fEskVQgtwaI
The Biscuit Eater: (1972),68276,"['Earl Holliman', 'Pat Crowley', 'Lew Ayres', 'Godfrey Cambridge', 'Beah Richards', 'Clifton James', 'Johnny Whitaker', 'George Spell', 'Mantan Moreland', 'Rolph Von Wolfgang', 'Paul Bradley', 'Forest Burns', 'Albert Cavens', 'Ross Dollarhide', 'Sam Edwards', 'Golden Eddie', 'Dorothy Hack', 'Eugene Jackson', 'Bobby Johnson', 'Tex Lambert', 'Jack Manning', 'Joe Phillips', 'Danny Sands', 'Cosmo Sardo']","In this touching adventure, a remake of the popular 1940 film, two Georgia young boys team up and befriend a feral bird dog, whom they train to participate in a field trials.",Vincent McEveety,5.7,"['Adventure', 'Drama', 'Family']",https://m.media-amazon.com/images/M/MV5BMjgzZGE5YmEtYmM2YS00MzJhLTk1Y2ItZjI4YjVlM2Q5NjY0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@.jpg,American,544.0,1972.0,['90'],['English'],https://www.youtube.com/embed/3t1csvf6L50
Batman Begins: (2005),372784,"['Christian Bale', 'Michael Caine', 'Liam Neeson', 'Katie Holmes', 'Gary Oldman', 'Cillian Murphy', 'Tom Wilkinson', 'Rutger Hauer', 'Linus Roache', 'Mark Boone Junior', 'Ken Watanabe', 'Morgan Freeman', 'Larry Holden', 'Gerard Murphy', 'Colin McFarlane', 'Sara Stewart', 'Gus Lewis', 'Richard Brake', 'Rade Serbedzija', 'Emma Lockhart', 'Christine Adams', 'Catherine Porter', 'John Nolan', 'Karen David', 'Jonathan D. Ellis', 'Tamer Hassan', 'Ronan Leahy', 'Vincent Wong', 'Tom Wu', 'Mark Chiu', 'Turbo Kong', 'Stuart Ong', 'Chike Chan', 'Tenzin Clive Ball', 'Tenzin Gyurme', 'Jamie Cho', 'David Murray', 'John Kazek', 'Darragh Kelly', 'Patrick Nolan', 'Joseph Rye', 'Kwaku Ankomah', 'Jo Martin', 'Charles Edwards', 'Lucy Russell', 'Timothy Deenihan', 'David Bedella', 'Flavia Masetto', 'Emily Steven-Daly', 'Martin McDougall', 'Noah Lee Margetts', 'Joe Hanley', 'Karl Shiels', 'Roger Griffiths', 'Stephen Walters', 'Richard Laing', 'Matt Miller', 'Risteard Cooper', 'Shane Rimmer', 'Jeremy Theobald', 'Alexandra Bastedo', 'Soo Hee Ding', 'Conn Horgan', 'Phill Curr', 'Jack Gleeson', 'John Judd', 'Sarah Wateridge', 'Charlie Kranz', 'Terry McMahon', 'Cedric Young', 'Tim Booth', 'Tom Nolan', 'Leon Delroy Williams', 'Roger Yuan', 'Joe Sargent', 'Mel Taylor', 'Ilyssa Fradin', 'Andrew Pleavin', 'Jeff Christian', 'John Burke', 'Earlene Bentley', 'Alex Moggridge', 'Jay Buozzi', 'Jordan Shaw', 'Omar Mostafa', 'Patrick Pond', 'Poppy Tierney', 'Rory Campbell', 'Fabio Cardascia', 'Spencer Wilding', 'Mark Rhino Smith', 'Khan Bonfils', 'Dave Legeno', 'Ruben Halse', 'Rodney Ryan', 'Dominic Burgess', 'Nadia Cameron-Blakey', 'Mark Straker', 'T.J. Ramini', 'Kieran Hurley', 'Emmanuel Idowu', 'Jeff Tanner', 'Dean Alexandrou', 'Joey Ansah', 'Anoushka Arden', 'Alex Argenti', 'Lasco Atkins', 'Rick Avery', 'Paul Bannon', 'Morne Botes', 'John Jason Bucknall', 'Douglas Bunn', 'Gary Bunn', 'Terry Burns', 'Neshma Chemburkar', 'Kimber Closson', 'Martin Alexander Colton', 'Thomas D. Craven', 'Alexander Curtis', 'Ray Donn', 'James Embree', 'Jon Foo', 'Jennifer A. Goodman', 'Daniel Grzeskowiak', 'Tommy Gunn', 'Philip Harvey', 'Adam Hawkes', 'James Heatlie', 'Scott Hinds', 'Paul Kissaun', 'Don Klass', 'Gil Kolirin', 'Ryan Kross', 'Jeff Lipman', 'Sonny Louis', 'Emil Martirossian', 'Arnold Montey', 'Jane Osborn', 'Allen Panakal', 'John Perkins', 'Ernest Pierce', 'Dan Poole', 'Abdul Popoola Pope', 'Marc Radz', 'Mike Savva', 'Kit Sinnett', 'Michael Stailey', 'Jimmy Star', 'Mark Strange', 'Dee Tails', 'Chuen Tsou', 'Russell Wilcox']","After witnessing his parents' death, Bruce learns the art of fighting to confront injustice. When he returns to Gotham as Batman, he must stop a secret society that intends to destroy the city.",Christopher Nolan,8.2,"['Action', 'Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BOTY4YjI2N2MtYmFlMC00ZjcyLTg3YjEtMDQyM2ZjYzQ5YWFkXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg,American,1573040.0,2005.0,['140'],"['English', 'Mandarin']",https://www.youtube.com/embed/neY2xVmOfUM
Sikander: (2013),2780978,"['Raj Singh Jhinjar', 'Gul Panag', 'Manav Vij', 'Victor John', 'Kartar Cheema', 'Yaad Garewal', 'Nishawn Bhullar', 'Rajveer Bawa', 'Nihal Purba', 'Gaurav Moudgill', 'Kulbir Singh', 'Vikramjeet', 'Michael Chang', 'Ajay Kumar', 'Prashant Bhagat', 'Satnam Savi', 'Mahir', 'Dimple', 'Harsimranjit Singh', 'Kavya', 'Jaadu', 'Jassi', 'Davinder', 'Sahil Dev', 'C.J. Singh', 'Sukhwinder Raj', 'Mandeep Manu', 'Raja', 'Gaurav', 'Suvinder Vicky', 'Diljit Shahi', 'Dilawar Sidhu', 'Ajay Sharma', 'Balkar Sidhu', 'Sunny Gill Ambersariya', 'Gurpreet Baba', 'Mandeep Saklani', 'Pritma Manohar', 'Jatin Sharma', 'Harsimranjit Singh', 'Hardeep Gill', 'Lucky Sangre', 'Lucky Singh']",Movie based on the story of rise to power and eventual fall of contemporary youth in political game.,Jatinder Mauhar,7.5,"['Action', 'Crime', 'Drama']",https://m.media-amazon.com/images/M/MV5BNWIwYmZjMjgtZWFkZi00ZjQ0LWEzM2UtMTEyYWMwNWE1MDgxXkEyXkFqcGdeQXVyMTA4Njk3Mjcw.jpg,Hindi,147.0,2013.0,['105'],['Punjabi'],https://www.youtube.com/embed/qDbX-Msqk2U
Accepted: (2006),384793,"['Justin Long', 'Jonah Hill', 'Adam Herschman', 'Columbus Short', 'Maria Thayer', 'Lewis Black', 'Blake Lively', 'Mark Derwin', 'Ann Cusack', 'Hannah Marks', 'Robin Lord Taylor', 'Diora Baird', 'Joe Hursley', 'Jeremy Howard', 'Anthony Heald', 'Travis Van Winkle', 'Kaitlin Doubleday', 'Sam Horrigan', 'Ross Patterson', 'Artie Baxter', 'Kellan Lutz', 'Brendan Miller', 'Chantelle Tibbs', 'Christian Long', 'Yorke Fryer', 'Skyler Stone', 'James Taku Leung', 'Ernest Shaun Reyes', 'Matt Noble', 'Lisa Gleave', 'Alejandra Gutierrez', ""Jim O'Heir"", 'Darcy Shean', 'Jay Harik', 'Mathew Vigil', 'Debbon Ayer', 'Carla Jimenez', 'Ned Schmidtke', 'Tim Bagley', 'Ray Santiago', 'Margaret Travolta', 'Brian Powell', 'Mike Daily', 'Jeff Duby', 'Scott Adsit', 'Lindy Loundagin', 'Steve Little', 'Ethan Hova', 'Paraic McGann', 'Arthur Leo', 'Criscilla Anderson', 'Larke Hasstedt', 'Holly Fielding', 'Meredith Giangrande', 'Kate French', 'Christina Diaz', 'Zoe Di Stefano', 'David Carmon', 'Armen Weitzman', 'Christopher Khai', 'Stephanie St. Hilaire', 'Shameka Banks', 'Nicholas Garren', 'Louie Heredia', 'Matthew St. Clair', 'Jamie Leffler', 'Nina Nam', 'Wendy Rodriguez', 'Ronnie Lewis Jr.', 'Matthew Ching', 'Richard Alan Brown', 'Mylika Davis', 'Laurie Meghan Phelps', 'Portis Hershey', 'Joseph Robinson', 'Jamie Seibert', 'Joseph Stiteler', 'JT Alexander', 'Erika Wakker Anderson', 'Ava Bellamy', 'Richard Blake', 'Jacare Calhoun', 'Curt Clendenin', 'Joshua Collins', 'Evyenia Constantine', 'David Daskal', 'Mindee de Lacey', 'Jemma Evans', 'Chad Fernandez', 'Lisa Gabriel', 'Asher Gold', 'Geoffrey Gould', 'Mark Heenehan', 'Liz Imperio', 'Courtney Jackson', 'Jessica Jeensalute', 'Douglas Kampner', 'Jason Kapraun', 'Spencer Kayden', 'Samantha Kelly', 'Benjamin Kim', 'Alvaro Laborin', 'Michelle Laine', 'Vanessa Lauren', 'Devon Ligus', 'Mike Mobley', 'Misty Odell', 'Rebecca Parisi', 'Neil Patil', 'Nathan Pitkanen', 'Parker Quinn', 'Rumaisa Rahman', 'B.J. Rayniak', 'Cat Robinson', 'Jimmy Schueler', 'Greg Sestero', 'Michael Sheriff', 'Meilinda Cecilia Soerjoko', 'Michael Sung Ho', 'Dana Tripp', 'Sara Jean Underwood']","A high school slacker who's rejected by every school he applies to opts to create his own institution of higher learning, the South Harmon Institute of Technology, on a rundown piece of property near his hometown.",Steve Pink,6.4,['Comedy'],https://m.media-amazon.com/images/M/MV5BMTkzNzY5OTc3Nl5BMl5BanBnXkFtZTcwNjE4NDQzMQ@@.jpg,American,139787.0,2006.0,['93'],['English'],https://www.youtube.com/embed/5nrCh2we0Gw
My Heroes Have Always Been Cowboys: (1991),102493,"['Scott Glenn', 'Kate Capshaw', 'Ben Johnson', 'Tess Harper', 'Gary Busey', 'Balthazar Getty', 'Clarence Williams III', 'Mickey Rooney', 'Cynthia Mackey', 'Bill Clymer', 'Benjamin Rosenberg', 'Megan Parlen', 'Jim Robnett', 'Jennifer Johnson', 'Jan Hoag', 'Dub Taylor', 'Harold Suggs', 'Will Hussung', 'Dennis Fimple', 'Clu Gulager', 'James Terry McIlvain', 'Robert Knott', 'David Honeycutt Hamilton', 'Theresa Bell', 'Rex Linn', 'Sarah Bratton', 'Clem McSpadden', 'Don Endsley', 'Richard A. Buswell', 'Payton Dunham', 'Brandon E. Jackson', 'Bryan Payne II', 'Kevin Rushing', 'Gary Sievers']","A rodeo rider decides to quit his line of work after a serious injury, but when he visits his family and finds out that his dad is not well, he'll have to risk it one more time.",Stuart Rosenberg,6.2,"['Drama', 'Western']",https://m.media-amazon.com/images/M/MV5BYzExM2MyNDUtZmM5Mi00MjYzLTkxM2UtMTZmYjg3OTIzOWI5XkEyXkFqcGdeQXVyNjMwMjk0MTQ@.jpg,American,717.0,1991.0,['106'],['English'],https://www.youtube.com/embed/neQe3dqCQEw
Facing the Giants: (2006),805526,"['Alex Kendrick', 'Shannen Fields', 'Tracy Goode', 'Bailey Cave', 'Steve Williams', 'Tommy McBride', 'James Blackwell', 'Jim McBride', 'Ray Wood', 'Brandon Glow', 'Bobby Jackson', 'Tracy Keller', 'Justin Heape', 'Chris Heape', 'Stanley R. Hendricks', 'Erin Bethea', 'Wayne McGuire', 'Bennett Watts', 'Doris Watts', 'Susan Sanders', 'Jason Rossi', 'Matt Reif', 'Kaitlin Reif', 'Chelsea Leiter', 'Faith Fuller', 'April Keefe', 'Mandy Lanier', 'Ben McLeod', 'Saren Erickson', 'Allison Garrett', 'Spence Erickson', 'Scott Erickson', 'Matt Nixon', 'James Byrd', 'Brittany Garrett', 'Mike Garner', 'Bill Butler', 'Wayne Holley', 'Steve Dapper', 'Malcolm Tulley', 'Mark Robiseaux', 'Milton Turner', 'Doug Clark', 'Bobby Wilson', 'Dennis Erickson', 'Chris Matthews', 'Mark Gahagan', 'Josh McFarlin', 'Lindsey Sanders', 'Missy Sanders', 'Brianne Baggett', 'Bethany Baggett', 'Andrea Cechini', 'Matt Hoover', 'Jennifer Jackson', 'Amanda Johnson', 'Marie Keefe', 'Christopher Matthews', 'Rebekah Matthews', 'Hubbell Payne', 'Kasey Pearce', 'Casey Perkins', 'Megan Piper', 'Nicholas Priest', 'Sabra Stutz', 'Jason Nicholas Townsend', 'Brooke Wood', 'Brian Kelley', 'Karen Jorgensen', 'David Nixon', 'Jackie Everson', 'Dan W. Howell Sr.', 'Walter Burnett', 'Jerry Byrd', 'Renee Jewell', 'Martha Wood', 'Kevin McDermond', 'Celia Franklin', 'Steve Freese', 'Kim Freese', 'Mark High', 'Melissa High', 'Christina Kendrick', 'Catherine Kendrick', 'Anna Kendrick', 'Joshua Kendrick', 'Cynthia Overvoll', 'Candace Howell', 'Shelly Brown', 'Stephen Kendrick', 'Mark Richt', 'Les Charles', 'Chad Warbington', 'Andy McLeod', 'Mary Smit', 'John Spencer', 'Luke Parr', 'Phillip Anderson', 'Nicholas Arnold', 'Matt Davis', 'David Glow', 'Joseph Haefs', 'Stephen Kendrick', 'Kenny Loudenbarger', 'Nathan Markette', 'Jonathan McGuire', ""Jimmy 'Buddy' McBride"", 'Kyle Scott', 'Adam Snyder', 'Treavor Lokey', 'Daniel Van Cleave', 'Casey Tucker', 'Bryan Rudolph', 'Christopher Rudolph', 'Ivy Carr', 'Danielle Gonzalez', 'Katy Holloway', 'Rachel Knuckles', 'Lindsey Lamb', 'McKenzie Lawson', 'Sarah McBride', 'Marla Middleton', 'Lauren Nowlin', 'Amber Reese', 'Rachel Reynolds', 'Hillary Smit', 'Clark Bishop', 'Ryan Broadhead', 'Ryan Herrington', 'Jacob Kyzar', 'Lavalle Parker', 'Justin Pass', ""D'Vontrey Richardson"", 'Anthony Rivers', 'Joe Sheffield', 'Sammy Smith', 'Todd Owens', 'Christen Bickerstaff', 'Andrea Brooks', 'Victoria Cannon', 'Brooke Geeslin', 'Chelsea Goodson', 'Kaycee Griner', 'Anna Hardie', 'Monica Hegle', 'Bragan Hughes', 'Hollis Johnson', 'Jennifer Jones', 'McKenzie Kerfoot', 'Lead Lundin', 'Georgan Newsome', 'Kayla Poitevint', 'Jessica Rolling', 'Heidi Skandamis', 'Melissa Venable', 'Ashley Viques', 'Summer Williams', 'Michael Glenn McLendon', 'Jason McLeod', 'Chris Willis', 'Janet Lee Dapper']","A losing coach and his underdog football team face their giants of fear and failure on and off the field, with surprising results.",Alex Kendrick,6.5,"['Drama', 'Fantasy', 'Sport']",https://m.media-amazon.com/images/M/MV5BYjExOTA5YWYtNzA3Yy00MTg3LTkwMDYtMjBhZjZkOWFjNDJlXkEyXkFqcGdeQXVyMTMxMTY0OTQ@.jpg,American,18016.0,2006.0,['111'],['English'],https://www.youtube.com/embed/4GAMs9mUHFc
The Final Countdown: (1980),80736,"['Kirk Douglas', 'Martin Sheen', 'Katharine Ross', 'James Farentino', ""Ron O'Neal"", 'Charles Durning', 'Victor Mohica', 'James Coleman', 'Soon-Tek Oh', 'Joe Lowry', 'Alvin Ing', 'Mark Thomas', 'Harold Bergman', 'Dan Fitzgerald', 'Lloyd Kaufman', 'Peter Douglas', 'Ted Richert', 'George Warren', 'Gary Morgan', 'Phil Philbin', 'Robert Goodman', 'Richard Liberty', 'Neil Ronco', 'Bill Couch', 'Jack McDermott', 'Masayuki Yamazuki', 'George H. Strohsahl Jr.', 'Ronald R. Stoops', 'Kenneth J. Jaskolski', 'Sergei M. Kowalchik', 'Jake Dennis', 'Jim Toone', 'Edward J. Deats', 'Robert L. Huffman', 'James R. Augustus', 'Sam P. Baldwin', 'Ronnie J. Ellis', 'Timothy W. Gersbacher', 'Wayne L. Flesher', 'William S. Frost', 'David H. Signor', 'Tommy Abel', 'Andrew Akerson', 'Edward Andrews', 'Nick L. Anelli', 'Frank R. Arko', 'Emory W. Brown', 'Michael K. Balint', 'James Bulick', 'Andris Dambekaln', 'John T. Davis', 'Michael A. Davis', 'James A. Dennis Jr.', 'Frank D. Ramio', 'Jerry D. Elliott', 'Richard Farrell', 'James W. Huston', 'Richard M. Johnson', 'Ronald Kissel', 'Michael J. Kubat', 'Raymond P. Langley', 'Eric Lofquist', 'Kermit L. McCorble', 'Robert K. Miller', 'William H. Miller', 'Gerry Mountcastle', 'William McCluskey', 'Alan Mullen', 'Charles F. Myers', 'Jeffery L. Myers', 'Randy M. Olin', 'David F. Person', 'Raymond M. Reynaud', 'Daniel C. Rockwell', 'Francis Ross', 'Trevor R. Sandison', 'Gregory T. Swarney', 'Andrey Swystun', 'Christopher V. Totis', 'Mark Trenor', 'Brian Tyndall', 'Peter D. Vogt', 'David Wanamaker', 'Stephen G. Weaver', 'Jan P. Werson', 'Steven G. Williams', 'Aaron B. Wilson', 'Michael Wilson', 'David E. Young', 'Sam Beaver', 'Jack Cruse', 'Michael Jacobus', 'Gregg Kubu', 'Rhiannon A. La Passioneria', 'Benjamin Sarmiento']","A modern aircraft carrier is thrown back in time to 1941 near Hawaii, just hours before the Japanese attack on Pearl Harbor.",Don Taylor,6.7,"['Action', 'Adventure', 'Sci-Fi']",https://m.media-amazon.com/images/M/MV5BOGU5Y2UzZjMtY2M0ZC00YzE4LWJmYjYtNWNiMTlhNDEzMmViXkEyXkFqcGdeQXVyMjY3MjUzNDk@.jpg,American,26798.0,1980.0,['103'],"['English', 'Japanese', 'Russian']",https://www.youtube.com/embed/9scmFAxnWRU
Venom: The Last Dance: (2024),16366836,"['Tom Hardy', 'Juno Temple', 'Chiwetel Ejiofor', 'Clark Backo']",Plot kept under wraps.,Kelly Marcel,,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",,Hindi,,2024.0,,['English'],https://www.youtube.com/embed/oIxWHKmP3_k
Eat Pray Love: (2010),879870,"['Julia Roberts', 'I. Gusti Ayu Puspawati', 'Hadi Subiyanto', 'Billy Crudup', 'Viola Davis', 'A. Jay Radcliff', ""Mike O'Malley"", 'Ashlie Atkinson', 'James Franco', 'Lisa Roberts Gillan', ""Ryan O'Nan"", 'Gita Reddy', 'Dwayne Clark', 'Jen Kwok', 'Mary Testa', 'Elijah Tucker', 'Karen Trindle', 'Zachary Dunham', 'Clair Oaks', 'Ned Leavitt', 'Lynn Margileth', 'Welker White', 'José Ramón Rosario', 'Lucia Guzzardi', 'Tuva Novotny', 'Luca Argentero', 'Silvano Rossi', 'Giuseppe Gandini', 'Ludovica Virga', 'Marco Lastrucci', 'Elena Arvigo', 'Andrea Di Stefano', 'Remo Remotti', 'Vanessa Marini', 'Lidia Biondi', 'Emma Brunetti', 'Chiara Brunetti', 'Ajay Bhandari', 'Michael Cumpsty', 'Richard Jenkins', 'Sophie Thompson', 'Rushita Singh', 'Ritvik Tyagi', 'Sd Pandey', 'Anand Yeshwant Bapat', 'Micky Dhamejani', 'Peter Davis', 'Shona Benson', 'Dean Allan Tolhurst', 'Javier Bardem', 'Christine Hakim', 'Anakia Lapae', 'Arlene Tur', 'David Lyons', 'T.J. Power', 'Richard V. Vogt', 'Peter Arpesella', 'Corey Blake', 'Rich Campbell', 'Rahad Coulter-Stevenson', 'Roberto Di Palma', 'Natalie Gal', 'Melissa Gangi', 'Amanda Holland', 'Adriana James', 'Kahlil Joseph', 'Spencer Kayden', 'Kaidy Kuna', 'Jian Leonardo', 'Joe Lipari', 'Alyxx Morgen', 'Roger Narayan', 'Caety Sagoian', 'James Schram', 'Elysia Segal', 'Robb Selander', 'Tomasz Smolarski', 'Paul Thornton', 'Uziman', 'Alexander Yassin']","A married woman realizes how unhappy her marriage really is, and that her life needs to go in a different direction. After a painful divorce, she takes off on a round-the-world journey to ""find herself"".",Ryan Murphy,5.8,"['Biography', 'Drama', 'Romance']",https://m.media-amazon.com/images/M/MV5BMTY5NDkyNzkyM15BMl5BanBnXkFtZTcwNDQyNDk0Mw@@.jpg,American,105572.0,2010.0,['133'],"['English', 'Italian', 'Portuguese']",https://www.youtube.com/embed/mjay5vgIwt4
